,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,ClusterLabel,sil_width
165,2020-9-24-20,Format5,720,300,216000,Inter225,Video,Mobile,Video,70,44,38,1,0.08,0.35,0.05,0.0263,2.19,0.08,4,0.2956320810577762
166,2020-9-19-21,Format1,300,250,75000,Inter222,Video,Desktop,Display,1582,330,324,1,0.07,0.35,0.05,0.0031,0.22,0.07,3,0.09051575471754252
167,2020-10-25-10,Format1,300,250,75000,Inter219,Video,Desktop,Video,1957,307,307,2,0.07,0.35,0.05,0.0065,0.23,0.04,3,0.07597106034363917
168,2020-10-30-18,Format5,720,300,216000,Inter217,Web,Desktop,Display,16,11,11,1,0.07,0.35,0.05,0.0909,6.38,0.07,4,0.37162330709066516
169,2020-9-13-1,Format6,336,250,84000,Inter217,Web,Desktop,Display,7,5,5,1,0.09,0.35,0.06,0.2,17.1,0.09,1,0.20534840697630968
170,2020-9-18-15,Format6,336,250,84000,Inter219,Video,Desktop,Display,1209,277,275,1,0.09,0.35,0.06,0.0036,0.32,0.09,3,0.06523017724337934
171,2020-9-17-4,Format4,120,600,72000,Inter220,Web,Mobile,Video,164,24,24,2,0.09,0.35,0.06,0.0833,3.73,0.04,1,0.4462517604982114
172,2020-10-2-12,Format6,336,250,84000,Inter228,Video,Mobile,Display,1317,225,223,1,0.09,0.35,0.06,0.0045,0.39,0.09,3,0.06324862188066471
173,2020-10-17-21,Format1,300,250,75000,Inter229,Video,Desktop,Video,1905,344,341,1,0.09,0.35,0.06,0.0029,0.26,0.09,3,0.09811004859025658
174,2020-10-27-10,Format1,300,250,75000,Inter227,App,Mobile,Display,1359,183,183,1,0.1,0.35,0.06,0.0055,0.53,0.1,3,0.09502640861624272
175,2020-10-27-0,Format5,720,300,216000,Inter217,Web,Desktop,Display,18,12,11,1,0.09,0.35,0.06,0.0909,8.54,0.09,4,0.3846080818094547
176,2020-10-11-12,Format1,300,250,75000,Inter229,Video,Desktop,Display,1744,332,321,1,0.1,0.35,0.06,0.0031,0.3,0.1,3,0.10132970685410198
177,2020-10-31-14,Format5,720,300,216000,inter230,Video,Mobile,Video,27,18,16,2,0.09,0.35,0.06,0.125,5.48,0.04,4,0.37027237114566086
178,2020-9-3-18,Format1,300,250,75000,Inter223,Web,Mobile,Video,1895,370,367,1,0.11,0.35,0.07,0.0027,0.3,0.11,3,0.10575027373801428
179,2020-9-13-10,Format5,720,300,216000,Inter228,Video,Mobile,Video,25,17,16,2,0.11,0.35,0.07,0.125,7.03,0.06,4,0.38283926596348394
180,2020-10-16-17,Format5,720,300,216000,Inter219,Video,Desktop,Display,23,17,15,2,0.11,0.35,0.07,0.1333,7.66,0.06,4,0.38804008079847035
181,2020-11-8-13,Format6,336,250,84000,Inter227,App,Mobile,Display,27,18,13,1,0.1,0.35,0.07,0.0769,7.95,0.1,1,0.14073639142590988
182,2020-9-6-10,Format4,120,600,72000,Inter225,Video,Mobile,Video,235,49,43,4,0.12,0.35,0.08,0.093,2.88,0.03,1,0.4284938723662089
183,2020-9-3-9,Format1,300,250,75000,Inter224,Web,Desktop,Video,1360,264,264,1,0.12,0.35,0.08,0.0038,0.46,0.12,3,0.10595690406712763
184,2020-9-5-12,Format4,120,600,72000,Inter220,Web,Mobile,Video,112,14,12,4,0.13,0.35,0.08,0.3333,10.72,0.03,1,0.6008050908340024
185,2020-9-8-1,Format4,120,600,72000,Inter223,Web,Mobile,Display,33,5,5,2,0.13,0.35,0.08,0.4,25.18,0.06,1,0.4934816652159167
186,2020-10-7-4,Format4,120,600,72000,Inter228,Video,Mobile,Display,183,38,37,1,0.12,0.35,0.08,0.027,3.23,0.12,1,0.3780416038003485
187,2020-11-24-7,Format4,120,600,72000,Inter226,Web,Mobile,Video,23,20,20,2,0.12,0.35,0.08,0.1,5.79,0.06,1,0.5147247352858694
188,2020-10-7-16,Format5,720,300,216000,Inter218,App,Mobile,Display,74,43,35,2,0.12,0.35,0.08,0.0571,3.32,0.06,4,0.337686434081081
189,2020-10-10-17,Format5,720,300,216000,Inter223,Web,Mobile,Video,15,9,8,1,0.12,0.35,0.08,0.125,15.35,0.12,4,0.37479258761382106
190,2020-9-8-8,Format4,120,600,72000,Inter227,App,Mobile,Display,104,28,27,5,0.14,0.35,0.09,0.1852,5.37,0.03,1,0.5379093384586704
191,2020-10-16-16,Format5,720,300,216000,Inter218,App,Mobile,Video,16,11,9,1,0.14,0.35,0.09,0.1111,15.38,0.14,4,0.3708045102687802
192,2020-11-20-1,Format4,120,600,72000,Inter220,Web,Mobile,Video,5,5,5,1,0.14,0.35,0.09,0.2,27.54,0.14,1,0.4853715741922425
193,2020-9-27-12,Format1,300,250,75000,Inter218,App,Mobile,Video,1475,236,231,1,0.14,0.35,0.09,0.0043,0.61,0.14,3,0.1109837647975937
194,2020-10-26-12,Format5,720,300,216000,Inter219,Video,Desktop,Display,21,13,13,1,0.13,0.35,0.09,0.0769,10.15,0.13,4,0.38377208706304466
195,2020-10-25-20,Format5,720,300,216000,Inter219,Video,Desktop,Video,21,19,19,3,0.13,0.35,0.09,0.1579,6.95,0.04,4,0.3844078836432229
196,2020-11-1-15,Format1,300,250,75000,Inter228,Video,Mobile,Display,1793,313,313,1,0.14,0.35,0.09,0.0032,0.45,0.14,3,0.11498026749310636
197,2020-9-6-12,Format5,720,300,216000,Inter219,Video,Desktop,Display,66,43,34,2,0.15,0.35,0.1,0.0588,4.49,0.08,4,0.34835104005127154
198,2020-9-14-19,Format1,300,250,75000,Inter227,App,Mobile,Video,1496,375,371,1,0.16,0.35,0.1,0.0027,0.43,0.16,3,0.12411637314127505
199,2020-9-4-6,Format5,720,300,216000,Inter223,Web,Mobile,Display,21,12,11,2,0.16,0.35,0.11,0.1818,14.9,0.08,4,0.38267067167519997
200,2020-9-20-10,Format1,300,250,75000,Inter226,Web,Mobile,Display,1614,295,290,1,0.17,0.35,0.11,0.0034,0.59,0.17,3,0.12468650661365686
201,2020-10-25-22,Format5,720,300,216000,Inter228,Video,Mobile,Display,17,10,10,3,0.17,0.35,0.11,0.3,16.71,0.06,4,0.34405158899139515
202,2020-9-12-22,Format5,720,300,216000,Inter227,App,Mobile,Display,60,30,28,2,0.19,0.35,0.12,0.0714,6.72,0.09,4,0.3685920844001503
203,2020-10-2-22,Format1,300,250,75000,Inter221,App,Mobile,Display,2501,364,357,1,0.18,0.35,0.12,0.0028,0.5,0.18,3,0.1311332624429098
204,2020-11-17-4,Format4,120,600,72000,Inter220,Web,Mobile,Display,4,3,3,2,0.19,0.35,0.12,0.6667,62.64,0.09,1,0.41059897598696116
205,2020-9-18-18,Format1,300,250,75000,Inter224,Web,Desktop,Display,1991,414,411,2,0.19,0.35,0.12,0.0049,0.45,0.09,3,0.09295452580849421
206,2020-9-7-18,Format1,300,250,75000,Inter225,Video,Mobile,Video,2057,369,369,1,0.2,0.35,0.13,0.0027,0.54,0.2,3,0.13880678952718511
207,2020-10-10-11,Format1,300,250,75000,Inter221,App,Mobile,Video,1130,200,198,2,0.2,0.35,0.13,0.0101,1.01,0.1,3,0.08146968263637121
208,2020-9-6-11,Format5,720,300,216000,Inter221,App,Mobile,Display,79,44,33,3,0.21,0.35,0.14,0.0909,6.34,0.07,4,0.37136996143545226
209,2020-11-16-6,Format4,120,600,72000,Inter226,Web,Mobile,Display,15,14,13,4,0.21,0.35,0.14,0.3077,16.17,0.05,1,0.6258358841392138
210,2020-11-22-20,Format1,300,250,75000,Inter222,Video,Desktop,Video,1926,218,215,1,0.22,0.35,0.14,0.0047,1.02,0.22,3,0.13639241396195467
211,2020-9-11-2,Format4,120,600,72000,Inter217,Web,Desktop,Video,146,17,16,4,0.21,0.35,0.14,0.25,13.2,0.05,1,0.6497161610568449
212,2020-9-5-8,Format4,120,600,72000,Inter217,Web,Desktop,Display,87,19,19,7,0.23,0.35,0.15,0.3684,12.18,0.03,1,0.5945025340933844
213,2020-9-20-17,Format5,720,300,216000,Inter221,App,Mobile,Video,28,17,13,4,0.22,0.35,0.15,0.3077,17.17,0.06,4,0.337459990609857
214,2020-10-10-22,Format1,300,250,75000,Inter224,Web,Desktop,Display,1730,371,366,1,0.23,0.35,0.15,0.0027,0.63,0.23,3,0.14961315810801223
215,2020-9-2-14,Format1,300,250,75000,Inter229,Video,Desktop,Video,1645,200,200,1,0.24,0.35,0.16,0.005,1.2,0.24,3,0.1410115759735906
216,2020-10-24-8,Format5,720,300,216000,Inter227,App,Mobile,Display,48,30,26,2,0.25,0.35,0.16,0.0769,9.65,0.13,4,0.38290900368824643
217,2020-10-17-21,Format5,720,300,216000,Inter224,Web,Desktop,Video,25,13,12,2,0.25,0.35,0.17,0.1667,21.22,0.13,4,0.3040938991099197
218,2020-10-31-9,Format5,720,300,216000,Inter221,App,Mobile,Video,36,25,23,3,0.26,0.35,0.17,0.1304,11.24,0.09,4,0.39918101108862086
219,2020-9-6-16,Format4,120,600,72000,inter230,Video,Mobile,Video,293,62,53,11,0.28,0.35,0.18,0.2075,5.3,0.03,1,0.5396386827561596
220,2020-9-3-8,Format1,300,250,75000,Inter217,Web,Desktop,Video,1446,272,271,1,0.29,0.35,0.19,0.0037,1.07,0.29,3,0.16540607534045365
221,2020-9-6-21,Format4,120,600,72000,Inter228,Video,Mobile,Video,208,33,33,9,0.29,0.35,0.19,0.2727,8.93,0.03,1,0.6038084002188716
222,2020-9-4-7,Format5,720,300,216000,Inter224,Web,Desktop,Display,49,36,33,3,0.31,0.35,0.2,0.0909,9.48,0.1,4,0.38801785109890624
223,2020-11-24-16,Format4,120,600,72000,Inter218,App,Mobile,Video,44,34,34,2,0.31,0.35,0.2,0.0588,9.05,0.15,1,0.5490615883772463
224,2020-9-2-16,Format7,300,600,180000,Inter219,Video,Desktop,Video,2354,335,330,1,0.32,0.35,0.21,0.003,0.97,0.32,1,0.1036067219316496
225,2020-10-1-5,Format4,120,600,72000,inter230,Video,Mobile,Display,162,42,41,4,0.33,0.35,0.21,0.0976,7.96,0.08,1,0.5689702549892734
226,2020-11-22-20,Format4,120,600,72000,inter230,Video,Mobile,Video,81,45,44,9,0.32,0.35,0.21,0.2045,7.27,0.04,1,0.5886351440525878
227,2020-9-11-4,Format4,120,600,72000,Inter228,Video,Mobile,Display,56,5,4,4,0.33,0.35,0.21,1.0,81.56,0.08,1,0.41042864686365904
228,2020-9-26-14,Format1,300,250,75000,Inter229,Video,Desktop,Display,1258,235,233,3,0.32,0.35,0.21,0.0129,1.37,0.11,3,0.07552861076384686
229,2020-9-5-14,Format4,120,600,72000,Inter228,Video,Mobile,Video,88,18,17,5,0.34,0.35,0.22,0.2941,20.0,0.07,1,0.5983073480250443
230,2020-10-31-12,Format5,720,300,216000,Inter228,Video,Mobile,Video,41,29,21,4,0.35,0.35,0.22,0.1905,16.45,0.09,4,0.3668902005443419
231,2020-9-5-16,Format4,120,600,72000,Inter229,Video,Desktop,Video,204,38,36,6,0.35,0.35,0.23,0.1667,9.64,0.06,1,0.6319762690805026
232,2020-9-5-22,Format4,120,600,72000,Inter229,Video,Desktop,Video,212,35,33,12,0.35,0.35,0.23,0.3636,10.76,0.03,1,0.5868991526358067
233,2020-10-18-13,Format5,720,300,216000,Inter217,Web,Desktop,Display,88,50,40,4,0.35,0.35,0.23,0.1,8.73,0.09,4,0.38799004938778636
234,2020-11-20-16,Format6,336,250,84000,Inter219,Video,Desktop,Video,54,34,34,4,0.35,0.35,0.23,0.1176,10.31,0.09,1,0.16815659977101027
235,2020-9-11-1,Format4,120,600,72000,inter230,Video,Mobile,Display,243,47,43,5,0.37,0.35,0.24,0.1163,8.56,0.07,1,0.594417899481775
236,2020-9-5-15,Format4,120,600,72000,Inter226,Web,Mobile,Display,160,41,39,11,0.38,0.35,0.25,0.2821,9.76,0.03,1,0.6114847182999519
237,2020-10-1-3,Format6,336,250,84000,inter230,Video,Mobile,Display,215,40,34,3,0.38,0.35,0.25,0.0882,11.12,0.13,1,0.16675176924312626
238,2020-10-5-9,Format1,300,250,75000,inter230,Video,Mobile,Video,2190,480,474,2,0.38,0.35,0.25,0.0042,0.8,0.19,3,0.12848170372519652
239,2020-10-9-2,Format4,120,600,72000,Inter221,App,Mobile,Display,312,66,61,7,0.39,0.35,0.25,0.1148,6.34,0.06,1,0.5386290840610488
240,2020-10-25-15,Format5,720,300,216000,Inter220,Web,Mobile,Display,123,57,48,6,0.38,0.35,0.25,0.125,8.0,0.06,4,0.3890405982962696
241,2020-9-5-21,Format4,120,600,72000,Inter227,App,Mobile,Video,221,45,42,10,0.39,0.35,0.26,0.2381,9.39,0.04,1,0.620474658207296
242,2020-11-22-21,Format4,120,600,72000,Inter223,Web,Mobile,Video,97,49,48,6,0.4,0.35,0.26,0.125,8.34,0.07,1,0.5937885384949076
243,2020-11-22-23,Format4,120,600,72000,Inter227,App,Mobile,Display,47,22,22,7,0.4,0.35,0.26,0.3182,17.98,0.06,1,0.6105791722790922
244,2020-9-19-4,Format4,120,600,72000,Inter221,App,Mobile,Video,143,27,25,6,0.4,0.35,0.26,0.24,16.03,0.07,1,0.6486646766972872
245,2020-9-8-15,Format4,120,600,72000,Inter217,Web,Desktop,Display,157,33,30,12,0.43,0.35,0.28,0.4,14.33,0.04,1,0.584737614894671
246,2020-11-24-15,Format4,120,600,72000,Inter222,Video,Desktop,Display,29,18,18,4,0.43,0.35,0.28,0.2222,23.88,0.11,1,0.5497487291661985
247,2020-9-5-6,Format5,720,300,216000,Inter229,Video,Desktop,Video,34,24,21,5,0.45,0.35,0.29,0.2381,21.21,0.09,4,0.3021468200371715
248,2020-9-6-18,Format4,120,600,72000,Inter219,Video,Desktop,Video,240,56,54,17,0.47,0.35,0.3,0.3148,8.62,0.03,1,0.5845257668059184
249,2020-9-8-18,Format4,120,600,72000,Inter224,Web,Desktop,Display,292,74,74,15,0.47,0.35,0.3,0.2027,6.29,0.03,1,0.5646953616756641
250,2020-11-24-0,Format4,120,600,72000,Inter223,Web,Mobile,Display,16,9,9,3,0.46,0.35,0.3,0.3333,51.34,0.15,1,0.43993997527061196
251,2020-9-10-22,Format4,120,600,72000,Inter224,Web,Desktop,Display,786,65,63,9,0.47,0.35,0.3,0.1429,7.4,0.05,1,0.5791085343510118
252,2020-11-23-19,Format4,120,600,72000,Inter218,App,Mobile,Video,73,35,34,5,0.46,0.35,0.3,0.1471,13.51,0.09,1,0.6570079910545926
253,2020-9-3-6,Format1,300,250,75000,Inter224,Web,Desktop,Display,1251,181,180,1,0.47,0.35,0.31,0.0056,2.61,0.47,3,0.20421966682349055
254,2020-9-7-20,Format4,120,600,72000,Inter228,Video,Mobile,Video,244,35,34,13,0.48,0.35,0.31,0.3824,14.07,0.04,1,0.5940177201117999
255,2020-9-13-4,Format4,120,600,72000,Inter225,Video,Mobile,Video,261,40,40,12,0.48,0.35,0.31,0.3,11.99,0.04,1,0.6258241849586131
256,2020-10-13-18,Format1,300,250,75000,Inter223,Web,Mobile,Display,2365,248,243,1,0.5,0.35,0.32,0.0041,2.05,0.5,3,0.22555108828575676
257,2020-9-8-9,Format4,120,600,72000,Inter221,App,Mobile,Display,72,24,24,8,0.49,0.35,0.32,0.3333,20.4,0.06,1,0.5805408280186117
258,2020-9-26-19,Format1,300,250,75000,Inter223,Web,Mobile,Video,1873,355,351,1,0.49,0.35,0.32,0.0028,1.4,0.49,3,0.23393770359820412
259,2020-9-1-16,Format6,336,250,84000,Inter225,Video,Mobile,Video,40,28,25,3,0.5,0.35,0.33,0.12,20.03,0.17,1,0.1915222205299447
260,2020-10-2-1,Format4,120,600,72000,Inter227,App,Mobile,Display,534,129,115,2,0.51,0.35,0.33,0.0174,4.47,0.26,1,0.3661722533689349
261,2020-9-5-13,Format4,120,600,72000,inter230,Video,Mobile,Video,94,26,25,5,0.53,0.35,0.34,0.2,21.23,0.11,1,0.5920718219972881
262,2020-11-23-0,Format4,120,600,72000,Inter228,Video,Mobile,Video,41,29,28,6,0.53,0.35,0.34,0.2143,18.9,0.09,1,0.6254684573495987
263,2020-11-16-10,Format6,336,250,84000,Inter221,App,Mobile,Video,71,40,36,6,0.53,0.35,0.35,0.1667,14.76,0.09,1,0.1985413903075955
264,2020-9-20-15,Format5,720,300,216000,Inter229,Video,Desktop,Display,168,100,87,9,0.54,0.35,0.35,0.1034,6.2,0.06,4,0.37310293135230876
265,2020-10-11-11,Format5,720,300,216000,Inter225,Video,Mobile,Video,59,33,30,6,0.53,0.35,0.35,0.2,17.73,0.09,4,0.3513736566536222
266,2020-9-7-19,Format4,120,600,72000,Inter220,Web,Mobile,Video,227,43,40,18,0.56,0.35,0.36,0.45,14.01,0.03,1,0.5533629351459795
267,2020-9-30-1,Format1,300,250,75000,Inter229,Video,Desktop,Display,713,161,149,1,0.55,0.35,0.36,0.0067,3.69,0.55,3,0.2089880636432779
268,2020-11-15-22,Format6,336,250,84000,Inter226,Web,Mobile,Display,84,44,43,12,0.55,0.35,0.36,0.2791,12.82,0.05,1,0.19102887872222518
269,2020-9-8-11,Format4,120,600,72000,Inter217,Web,Desktop,Display,110,32,30,8,0.57,0.35,0.37,0.2667,18.98,0.07,1,0.6171821993520565
270,2020-9-19-3,Format4,120,600,72000,Inter220,Web,Mobile,Display,184,30,30,8,0.57,0.35,0.37,0.2667,18.91,0.07,1,0.6179689563018762
271,2020-10-22-7,Format5,720,300,216000,Inter218,App,Mobile,Display,43,27,25,7,0.59,0.35,0.38,0.28,23.59,0.08,4,0.26489847064726985
272,2020-9-1-21,Format7,300,600,180000,Inter223,Web,Mobile,Video,2221,378,364,1,0.6,0.35,0.39,0.0027,1.64,0.6,1,0.09562377559131165
273,2020-9-27-10,Format5,720,300,216000,Inter221,App,Mobile,Video,84,60,49,7,0.6,0.35,0.39,0.1429,12.28,0.09,4,0.3986554895824225
274,2020-10-11-5,Format4,120,600,72000,Inter221,App,Mobile,Display,201,64,58,11,0.61,0.35,0.4,0.1897,10.52,0.06,1,0.6430174160041312
275,2020-9-10-8,Format4,120,600,72000,Inter221,App,Mobile,Video,480,59,56,8,0.63,0.35,0.41,0.1429,11.2,0.08,1,0.6468306802321547
276,2020-10-3-3,Format4,120,600,72000,Inter222,Video,Desktop,Display,198,39,37,7,0.65,0.35,0.42,0.1892,17.51,0.09,1,0.6407933975091411
277,2020-10-8-23,Format1,300,250,75000,Inter226,Web,Mobile,Display,1528,182,181,2,0.64,0.35,0.42,0.011,3.54,0.32,3,0.11850328452756678
278,2020-10-6-4,Format4,120,600,72000,inter230,Video,Mobile,Video,222,56,51,8,0.65,0.35,0.42,0.1569,12.76,0.08,1,0.6578208079042392
279,2020-9-9-9,Format4,120,600,72000,Inter220,Web,Mobile,Display,112,32,32,10,0.65,0.35,0.42,0.3125,20.38,0.07,1,0.5882278264019339
280,2020-9-7-0,Format4,120,600,72000,Inter220,Web,Mobile,Video,127,27,25,10,0.65,0.35,0.42,0.4,25.86,0.06,1,0.4840533227884677
281,2020-11-16-1,Format4,120,600,72000,Inter222,Video,Desktop,Video,22,17,17,5,0.66,0.35,0.43,0.2941,38.55,0.13,1,0.44507780922123474
282,2020-11-16-14,Format4,120,600,72000,Inter221,App,Mobile,Display,70,49,48,8,0.68,0.35,0.44,0.1667,14.14,0.08,1,0.659770386074863
283,2020-9-20-5,Format4,120,600,72000,Inter222,Video,Desktop,Video,251,75,70,13,0.68,0.35,0.44,0.1857,9.72,0.05,1,0.6325863691401313
284,2020-9-5-17,Format4,120,600,72000,Inter224,Web,Desktop,Display,232,51,47,14,0.69,0.35,0.45,0.2979,14.62,0.05,1,0.6341901028110626
285,2020-9-17-12,Format5,720,300,216000,Inter221,App,Mobile,Video,44,22,19,2,0.69,0.35,0.45,0.1053,36.56,0.35,4,0.17788794000717537
286,2020-11-6-18,Format6,336,250,84000,Inter220,Web,Mobile,Display,100,72,59,7,0.7,0.35,0.45,0.1186,11.81,0.1,1,0.1780501725034874
287,2020-9-21-0,Format6,336,250,84000,Inter220,Web,Mobile,Video,70,45,37,5,0.71,0.35,0.46,0.1351,19.13,0.14,1,0.19616274329812425
288,2020-10-3-23,Format1,300,250,75000,Inter221,App,Mobile,Video,1423,342,337,1,0.71,0.35,0.46,0.003,2.1,0.71,3,0.27610543157688955
289,2020-9-5-19,Format4,120,600,72000,Inter223,Web,Mobile,Display,287,66,63,17,0.72,0.35,0.47,0.2698,11.39,0.04,1,0.6330729772199328
290,2020-9-17-5,Format4,120,600,72000,Inter219,Video,Desktop,Display,222,46,43,10,0.73,0.35,0.47,0.2326,16.98,0.07,1,0.6432780372836956
291,2020-9-21-5,Format4,120,600,72000,Inter222,Video,Desktop,Display,266,51,47,10,0.73,0.35,0.47,0.2128,15.47,0.07,1,0.6556240243079273
292,2020-10-24-9,Format5,720,300,216000,Inter226,Web,Mobile,Display,45,25,18,5,0.72,0.35,0.47,0.2778,40.12,0.14,4,0.18545911801248563
293,2020-9-10-13,Format1,300,250,75000,Inter224,Web,Desktop,Display,1797,196,194,1,0.74,0.35,0.48,0.0052,3.81,0.74,3,0.25386091379998316
294,2020-9-16-2,Format6,336,250,84000,inter230,Video,Mobile,Video,267,63,63,12,0.75,0.35,0.49,0.1905,11.92,0.06,1,0.18742725002684682
295,2020-10-6-20,Format1,300,250,75000,Inter224,Web,Desktop,Display,2217,423,414,1,0.76,0.35,0.49,0.0024,1.84,0.76,3,0.28685270755218906
296,2020-10-8-4,Format6,336,250,84000,Inter228,Video,Mobile,Video,179,41,40,8,0.75,0.35,0.49,0.2,18.7,0.09,1,0.20479967557136122
297,2020-10-26-18,Format1,300,250,75000,Inter218,App,Mobile,Video,1585,285,282,1,0.75,0.35,0.49,0.0035,2.66,0.75,3,0.27407045739080327
298,2020-11-16-4,Format5,720,300,216000,Inter221,App,Mobile,Display,252,181,158,11,0.75,0.35,0.49,0.0696,4.77,0.07,4,0.35375514991517326
299,2020-9-10-20,Format4,120,600,72000,Inter222,Video,Desktop,Video,1503,128,114,17,0.75,0.35,0.49,0.1491,6.58,0.04,1,0.5604548309767738
300,2020-9-26-5,Format4,120,600,72000,Inter218,App,Mobile,Display,247,67,65,11,0.75,0.35,0.49,0.1692,11.6,0.07,1,0.6531998062042046
301,2020-11-23-13,Format4,120,600,72000,Inter217,Web,Desktop,Display,96,66,62,8,0.76,0.35,0.5,0.129,12.33,0.1,1,0.6498714800594656
302,2020-11-22-22,Format4,120,600,72000,Inter224,Web,Desktop,Video,85,39,38,14,0.78,0.35,0.51,0.3684,20.48,0.06,1,0.5659176663737197
303,2020-9-26-3,Format4,120,600,72000,Inter224,Web,Desktop,Display,228,43,40,10,0.79,0.35,0.51,0.25,19.78,0.08,1,0.6109252376794995
304,2020-11-23-20,Format4,120,600,72000,Inter220,Web,Mobile,Display,65,39,36,11,0.82,0.35,0.53,0.3056,22.73,0.07,1,0.5581789525065491
305,2020-11-23-8,Format4,120,600,72000,Inter217,Web,Desktop,Display,48,41,40,8,0.82,0.35,0.53,0.2,20.46,0.1,1,0.6037781125767167
306,2020-9-21-3,Format6,336,250,84000,Inter221,App,Mobile,Display,360,45,41,12,0.84,0.35,0.54,0.2927,20.4,0.07,1,0.20179578127887285
307,2020-11-17-13,Format4,120,600,72000,Inter217,Web,Desktop,Display,53,39,37,8,0.87,0.35,0.56,0.2162,23.47,0.11,1,0.5564680249078656
308,2020-11-17-18,Format4,120,600,72000,Inter225,Video,Mobile,Display,90,65,63,12,0.87,0.35,0.57,0.1905,13.83,0.07,1,0.6611865461101669
309,2020-11-23-12,Format4,120,600,72000,Inter221,App,Mobile,Video,88,54,54,11,0.89,0.35,0.58,0.2037,16.45,0.08,1,0.6504328646558466
310,2020-9-16-1,Format4,120,600,72000,Inter220,Web,Mobile,Video,428,87,81,14,0.91,0.35,0.59,0.1728,11.22,0.06,1,0.6497169895742613
311,2020-10-4-5,Format4,120,600,72000,Inter220,Web,Mobile,Video,283,78,77,14,0.92,0.35,0.6,0.1818,11.89,0.07,1,0.6556465834863083
312,2020-10-23-4,Format6,336,250,84000,Inter220,Web,Mobile,Display,215,88,87,13,0.93,0.35,0.61,0.1494,10.73,0.07,1,0.17586382479164755
313,2020-10-14-4,Format6,336,250,84000,Inter221,App,Mobile,Display,181,70,68,15,0.96,0.35,0.62,0.2206,14.05,0.06,1,0.19892870630061849
314,2020-11-16-8,Format4,120,600,72000,Inter225,Video,Mobile,Display,52,42,39,11,0.96,0.35,0.62,0.2821,24.61,0.09,1,0.5337812490538454
315,2020-10-22-5,Format6,336,250,84000,Inter228,Video,Mobile,Display,180,94,85,12,0.98,0.35,0.63,0.1412,11.48,0.08,1,0.1798565164337759
316,2020-9-9-21,Format4,120,600,72000,Inter228,Video,Mobile,Video,539,81,74,24,0.98,0.35,0.64,0.3243,13.2,0.04,1,0.6207164445585623
317,2020-9-30-5,Format4,120,600,72000,Inter222,Video,Desktop,Display,219,61,52,10,0.98,0.35,0.64,0.1923,18.9,0.1,1,0.6249634096898508
318,2020-11-6-17,Format5,720,300,216000,Inter225,Video,Mobile,Video,98,68,59,13,0.99,0.35,0.64,0.2203,16.8,0.08,4,0.36023358454869103
319,2020-11-15-21,Format4,120,600,72000,Inter225,Video,Mobile,Video,81,33,32,13,0.99,0.35,0.64,0.4063,30.96,0.08,1,0.4247109867119225
320,2020-11-5-21,Format5,720,300,216000,Inter224,Web,Desktop,Display,290,168,142,19,1.0,0.35,0.65,0.1338,7.01,0.05,4,0.383818881742951
321,2020-11-23-10,Format4,120,600,72000,Inter229,Video,Desktop,Display,61,44,44,13,1.04,0.35,0.67,0.2955,23.59,0.08,1,0.5476200870114105
322,2020-9-13-3,Format4,120,600,72000,Inter225,Video,Mobile,Video,330,44,43,11,1.04,0.35,0.68,0.2558,24.16,0.09,1,0.5440075368924678
323,2020-10-6-3,Format4,120,600,72000,Inter224,Web,Desktop,Display,308,66,64,11,1.05,0.35,0.68,0.1719,16.42,0.1,1,0.6493021842179322
324,2020-11-17-17,Format4,120,600,72000,Inter228,Video,Mobile,Video,100,57,54,13,1.07,0.35,0.69,0.2407,19.79,0.08,1,0.6119678771321724
325,2020-9-14-2,Format4,120,600,72000,Inter229,Video,Desktop,Video,411,81,78,15,1.08,0.35,0.7,0.1923,13.86,0.07,1,0.6611584208607978
326,2020-10-3-5,Format4,120,600,72000,Inter221,App,Mobile,Display,216,67,63,16,1.1,0.35,0.71,0.254,17.44,0.07,1,0.6355021473574808
327,2020-10-4-15,Format1,300,250,75000,Inter220,Web,Mobile,Video,1984,311,311,1,1.1,0.35,0.71,0.0032,3.54,1.1,3,0.27641417789592093
328,2020-10-5-4,Format4,120,600,72000,Inter217,Web,Desktop,Display,329,72,70,12,1.11,0.35,0.72,0.1714,15.79,0.09,1,0.6537025308978579
329,2020-11-20-4,Format5,720,300,216000,Inter227,App,Mobile,Display,247,164,130,16,1.11,0.35,0.72,0.1231,8.52,0.07,4,0.3919328910388855
330,2020-9-26-7,Format1,300,250,75000,Inter222,Video,Desktop,Video,1813,179,177,1,1.11,0.35,0.72,0.0056,6.25,1.11,3,0.24158916788012139
331,2020-10-11-3,Format4,120,600,72000,Inter224,Web,Desktop,Video,429,108,99,17,1.12,0.35,0.73,0.1717,11.28,0.07,1,0.6509348667045547
332,2020-9-13-5,Format4,120,600,72000,Inter226,Web,Mobile,Video,309,78,77,23,1.14,0.35,0.74,0.2987,14.75,0.05,1,0.6337177324597388
333,2020-10-11-4,Format6,336,250,84000,Inter217,Web,Desktop,Video,344,98,95,13,1.14,0.35,0.74,0.1368,12.05,0.09,1,0.1826751780463896
